YYMMDD;TIME;LOCATION;DEPTH;MAG;EVALMODE;Latitude;Longitude
20061105;15002543;Overschild;30;12;manual;53,273;6,792
20061225;4571851;Leens;30;13;manual;53,34;6,403
20070110;18362854;Appingedam;30;15;manual;53,34;6,883
20070118;22294429;Overschild;30;9;manual;53,274;6,767
20070126;200910;Zeerijp;30;23;manual;53,352;6,755
20070131;1033587;Eppenhuizen;30;12;manual;53,368;6,672
20070204;4473516;Middelstum;30;6;manual;53,346;6,658
20070216;11140906;Harkstede;30;15;manual;53,228;6,702
20070217;1411401;Harkstede;30;26;manual;53,227;6,703
20070217;2210802;Harkstede;30;9;manual;53,228;6,683
20070217;19580145;Krewerd;30;9;manual;53,351;6,857
20070303;6433349;Lageland;30;11;manual;53,235;6,708
20070311;1081436;Wirdum;30;11;manual;53,326;6,78
20070321;23043636;Lageland;30;12;manual;53,24;6,722
20070329;20281425;Schipborg;30;7;manual;53,68;6,693
20070330;16250567;Lageland;30;12;manual;53,236;6,707
20070401;15423731;Harkstede;30;7;manual;53,23;6,69
20070413;14572817;Woudbloem;30;12;manual;53,226;6,743
20070514;12192402;Westeremden;30;20;manual;53,331;6,702
20070519;5332259;Zuidbroek;30;4;manual;53,163;6,828
20070609;20073363;Zeerijp;30;21;manual;53,353;6,747
20070610;17274031;Middelstum;30;17;manual;53,326;6,613
20070611;2181225;Westerwijtwerd;30;11;manual;53,321;6,653
20070623;2014522;Stedum;30;12;manual;53,317;6,703
20070702;20570335;Emmen;30;14;manual;52,767;6,875
20070815;5492424;Garsthuizen;30;15;manual;53,369;6,732
20070917;5012088;Leermens;30;15;manual;53,344;6,8
20070918;6163381;Schildwolde;30;9;manual;53,236;6,8
20070928;5264003;Middelstum;30;12;manual;53,338;6,623
20070930;14173563;Froombosch;30;21;manual;53,194;6,788
20071027;1575145;Loppersum;30;20;manual;53,333;6,748
20071113;10260583;Overschild;30;17;manual;53,293;6,823
20071130;21374584;Ubbena;30;15;manual;53,53;6,568
20071210;3591385;Sauwerd;30;7;manual;53,297;6,535
20080102;3361585;Hooghalen;30;14;manual;52,939;6,56
20080105;20314973;Nieuw Annerveen;30;17;manual;53,65;6,782
20080107;21531680;Garmerwolde;30;11;manual;53,243;6,658
20080124;19210170;Froombosch;30;15;manual;53,196;6,773
20080212;2484996;Wirdum;30;9;manual;53,311;6,783
20080217;16351519;Zuidlaren;30;18;manual;53,82;6,682
20080219;15445134;Kolham;30;9;manual;53,183;6,762
20080319;17021002;Tinallinge;30;12;manual;53,348;6,565
20080329;16572203;Appingedam;30;14;manual;53,292;6,842
20080331;7060250;Westeremden;30;12;manual;53,346;6,7
20080402;1153170;Ekehaar;30;19;manual;52,946;6,592
20080402;1283719;Ekehaar;30;25;manual;52,947;6,595
20080407;4322273;Meedhuizen;30;12;manual;53,294;6,897
20080411;22512622;Tjuchem;30;11;manual;53,283;6,875
20080415;4540321;Wetsinge;30;9;manual;53,312;6,557
20080422;11460253;Nieuw Annerveen;30;18;manual;53,68;6,77
20080428;2470109;Siddeburen;30;13;manual;53,258;6,86
20080505;19560831;Onderdendam;30;10;manual;53,333;6,59
20080509;21330307;Ten Post;30;13;manual;53,286;6,725
20080510;23203531;Loppersum;30;12;manual;53,327;6,728
20080518;13234614;Garsthuizen;28;22;manual;53,375;6,728
20080519;15072955;Loppersum;30;19;manual;53,325;6,74
20080530;14480851;Usquert;30;13;manual;53,408;6,633
20080601;11005877;Garrelsweer;30;13;manual;53,308;6,782
20080610;20510576;Wirdum;30;9;manual;53,31;6,785
20080615;6292702;Noordzee;35;21;manual;52,864;4,362
20080622;21061553;Hellum;30;9;manual;53,248;6,842
20080623;13521453;Veendam;30;11;manual;53,109;6,855
20080710;6573390;Holwierde;30;25;manual;53,35;6,882
20080723;20051297;Harkstede;30;12;manual;53,212;6,663
20080805;2355114;Emmen;30;20;manual;52,761;6,908
20080823;19490737;Loppersum;30;9;manual;53,33;6,725
20080826;22555265;Geelbroek;30;23;manual;52,949;6,565
20080914;20321248;Middelstum;30;11;manual;53,331;6,622
20080915;22265762;Eexterveen;30;10;manual;53,53;6,803
20080920;8455868;Lageland;30;13;manual;53,238;6,707
20080929;10204481;Rottum;30;18;manual;53,379;6,602
20081011;8193990;Noordzee;30;26;manual;52,7;4,372
20081026;2485006;Schildwolde;30;11;manual;53,243;6,805
20081026;7495241;Hooghalen;30;17;manual;52,944;6,553
20081029;16362182;Loppersum;30;14;manual;53,33;6,71
20081030;5542908;Loppersum;30;32;manual;53,337;6,72
20081107;16400127;Garsthuizen;30;22;manual;53,381;6,735
20081110;10550690;Oud Annerveen;30;7;manual;53,83;6,763
20081116;22510967;Eexterveen;30;12;manual;53,48;6,792
20081210;3223890;Overschild;30;11;manual;53,279;6,828
20081215;20411708;Middelstum;30;15;manual;53,336;6,6
20081223;15165884;Uithuizermeeden;30;14;manual;53,403;6,71
20081224;3271095;Vries;30;12;manual;53,65;6,582
20090101;8343908;Zuidlaren;30;15;manual;53,95;6,718
20090101;9354669;Delfzijl;30;12;manual;53,33;6,902
20090101;16544691;'t Zandt;30;17;manual;53,366;6,772
20090108;1170176;Westeremden;30;17;manual;53,348;6,717
20090109;20165844;Westeremden;30;19;manual;53,341;6,713
20090115;12411336;Appingedam;30;10;manual;53,339;6,872
20090117;6050364;Sappemeer;30;11;manual;53,17;6,795
20090201;4232416;Zeerijp;30;22;manual;53,36;6,74
20090203;6535207;Appingedam;30;12;manual;53,315;6,875
20090204;12235002;Garsthuizen;30;17;manual;53,376;6,742
20090205;11561295;Delfzijl;30;11;manual;53,328;6,923
20090216;9245558;Wirdum;30;14;manual;53,298;6,8
20090222;11562665;Noordlaren;30;8;manual;53,118;6,647
20090223;18031549;Tripscompagnie;30;10;manual;53,132;6,83
20090226;3031525;Noordlaren;30;11;manual;53,118;6,647
20090305;23363462;Noordlaren;30;8;manual;53,119;6,647
20090312;4365526;Noordlaren;30;6;manual;53,117;6,645
20090313;14333282;Holwierde;30;12;manual;53,35;6,902
20090314;15321631;Noordlaren;30;10;manual;53,119;6,652
20090317;4382741;Noordlaren;30;14;manual;53,119;6,648
20090318;14263947;Noordlaren;30;9;manual;53,12;6,653
20090320;21074886;Noordlaren;30;5;manual;53,119;6,642
20090321;4313570;Noordlaren;30;2;manual;53,122;6,648
20090322;321911;Noordlaren;30;12;manual;53,12;6,648
20090327;2512816;Wirdum;30;10;manual;53,308;6,81
20090414;21052588;Huizinge;30;26;manual;53,345;6,68
20090414;23350287;'t Zandt;30;9;manual;53,358;6,78
20090416;17121591;Appingedam;30;26;manual;53,313;6,845
20090420;14425149;Wirdum;30;15;manual;53,296;6,808
20090501;14130173;Scharmer;30;12;manual;53,222;6,72
20090504;11311656;'t Zandt;30;18;manual;53,356;6,782
20090507;1202354;'t Zandt;30;14;manual;53,379;6,778
20090507;3421264;Stedum;30;16;manual;53,316;6,728
20090507;13144256;Lageland;30;12;manual;53,253;6,723
20090508;5231195;Zeerijp;30;30;manual;53,354;6,762
20090508;15542287;Kropswolde;30;9;manual;53,142;6,715
20090522;1402953;Wildervank;30;13;manual;53,76;6,835
20090526;75958;Meedhuizen;30;13;manual;53,302;6,93
20090526;11003674;Farmsum;30;13;manual;53,314;6,928
20090601;2322549;Siddeburen;30;9;manual;53,23;6,878
20090615;15325085;Overschild;30;10;manual;53,286;6,813
20090705;10424626;Garrelsweer;30;18;manual;53,307;6,755
20090705;18524227;Schildwolde;30;12;manual;53,226;6,835
20090714;16111414;Noordzee;30;27;manual;52,773;4,308
20090722;11;Ten Post;30;17;manual;53,29;6,765
20090819;1493813;Groningen;30;7;manual;53,231;6,632
20090914;325139;Steendam;30;13;manual;53,278;6,845
20090929;2231019;Wirdum;30;16;manual;53,314;6,802
20091102;2000565;Emmen;30;14;manual;52,79;6,863
20091118;5174939;Hoogezand;30;16;manual;53,145;6,748
20091119;1093084;Wildervank;35;11;manual;53,71;6,817
20091119;13200942;Assen;30;9;manual;52,972;6,588
20091120;9273246;Garrelsweer;30;12;manual;53,321;6,747
20091126;12541403;De Hoeve;30;28;manual;52,892;6,113
20091202;8533122;Appingedam;30;11;manual;53,291;6,833
20091204;4123214;Ten Post;30;23;manual;53,284;6,743
20091207;245987;Waddenzee (nabij Eemshaven);30;13;manual;53,451;6,923
20091221;4552814;Woudbloem;30;15;manual;53,224;6,743
20091223;18382541;Garrelsweer;30;15;manual;53,309;6,76
20091225;23375217;Woudbloem;30;7;manual;53,227;6,75
20100109;12311238;Eppenhuizen;30;17;manual;53,367;6,665
20100114;17122265;Overschild;30;12;manual;53,293;6,817
20100211;7141260;Oud Annerveen;30;3;manual;53,84;6,767
20100217;15550198;Froombosch;30;12;manual;53,192;6,792
20100219;23125158;Overschild;30;18;manual;53,288;6,802
20100304;19595789;Leermens;30;14;manual;53,342;6,792
20100331;15150277;Froombosch;30;24;manual;53,19;6,777
20100403;11505676;Middelstum;30;14;manual;53,346;6,658
20100425;460040;Wirdum;30;16;manual;53,318;6,8
20100425;13131717;Zuidbroek;30;10;manual;53,157;6,85
20100503;9261607;Godlinze;30;23;manual;53,387;6,81
20100505;3380303;Zijldijk;30;16;manual;53,404;6,775
20100507;8263578;Waddenzee (nabij Usquert);30;25;manual;53,491;6,617
20100508;23360721;Tjuchem;30;10;manual;53,278;6,865
20100509;17050955;Wagenborgen;30;17;manual;53,247;6,927
20100521;2340918;Tjuchem;30;9;manual;53,281;6,87
20100526;12535907;Hellum;30;9;manual;53,235;6,833
20100530;18583612;Lageland;30;15;manual;53,238;6,678
20100608;2202886;Noordbroek;30;10;manual;53,199;6,847
20100609;19192246;Froombosch;30;20;manual;53,182;6,775
20100610;19573518;Slochteren;30;11;manual;53,226;6,652
20100616;1075796;Krewerd;30;15;manual;53,358;6,853
20100621;400748;Luddeweer;30;13;manual;53,249;6,745
20100621;4025842;Groningen;30;15;manual;53,218;6,62
20100621;8060370;Wildervank;30;17;manual;53,74;6,835
20100704;1580472;Schildwolde;30;8;manual;53,251;6,8
20100724;464362;Ten Post;30;18;manual;53,28;6,735
20100814;7432025;Uithuizen;30;25;manual;53,403;6,703
20100829;18133057;Slochteren;30;16;manual;53,209;6,828
20100831;17545658;Zandeweer;30;14;manual;53,376;6,683
20100903;10540427;Schildwolde;30;10;manual;53,227;6,813
20101006;20222396;Slochteren;30;9;manual;53,218;6,775
20101022;19311137;Kolham;30;10;manual;53,18;6,732
20101031;14463898;Appingedam;30;10;manual;53,312;6,872
20101115;11424595;Westeremden;30;14;manual;53,348;6,703
20101124;4102518;Farmsum;30;6;manual;53,281;6,955
20101202;13443979;Usquert;30;12;manual;53,423;6,58
20101207;14425006;Appingedam;30;12;manual;53,313;6,862
20101208;15020555;Loppersum;30;11;manual;53,317;6,735
20101230;9565847;Eems-Dollard (nabij Emden);30;9;manual;53,335;7,5
20110106;6173634;Garrelsweer;30;13;manual;53,295;6,78
20110107;21343732;Nieuwolda;30;17;manual;53,245;6,967
20110116;1561792;Annen;30;18;manual;53,57;6,762
20110119;19393166;Westerwijtwerd;30;24;manual;53,319;6,645
20110122;9281793;Sappemeer;30;11;manual;53,166;6,793
20110128;15070224;Lellens;30;15;manual;53,301;6,712
20110130;9280407;Ten Post;30;14;manual;53,302;6,722
20110208;4162501;Overschild;30;13;manual;53,258;6,763
20110311;4324155;Siddeburen;30;14;manual;53,263;6,863
20110313;20161068;Overschild;30;15;manual;53,271;6,775
20110314;20024592;Sappemeer;30;8;manual;53,176;6,812
20110319;2343944;Nieuwe Pekela;30;9;manual;53,66;6,933
20110326;2314891;Hellum;30;12;manual;53,253;6,82
20110326;20455434;Loppersum;30;15;manual;53,335;6,732
20110328;3144865;Sappemeer;30;20;manual;53,168;6,805
20110408;1045975;Eemshaven;30;13;manual;53,446;6,843
20110412;16584048;Gieterveen;30;9;manual;53,35;6,838
20110413;20282271;Overschild;30;9;manual;53,288;6,8
20110415;4385389;Noordbroek;30;15;manual;53,2;6,837
20110420;20294467;Veendam;30;8;manual;53,83;6,902
20110424;6400896;Zuidbroek;30;5;manual;53,156;6,853
20110428;2410404;Steendam;30;14;manual;53,285;6,848
20110428;8484137;Stedum;30;14;manual;53,312;6,727
20110502;23441044;Meeden;30;12;manual;53,127;6,937
20110505;41806;Scheemda;30;8;manual;53,174;6,932
20110507;12441055;Wirdum;30;11;manual;53,328;6,772
20110508;13402327;Overschild;30;9;manual;53,278;6,802
20110510;3381570;Krewerd;30;10;manual;53,35;6,863
20110510;17201190;Harkstede;30;12;manual;53,224;6,657
20110512;16442983;Kolham;30;18;manual;53,195;6,757
20110512;16510576;Hellum;30;11;manual;53,239;6,828
20110518;22651;Wirdum;30;8;manual;53,32;6,77
20110518;17482584;Hellum;30;19;manual;53,248;6,845
20110519;90496;Eems-Dollard (nabij Eemshaven);30;9;manual;53,422;6,893
20110519;18160430;Krewerd;30;12;manual;53,359;6,843
20110519;19415219;Zijldijk;30;14;manual;53,396;6,777
20110523;5151359;Zuidbroek;30;9;manual;53,155;6,818
20110523;7493121;Overschild;30;12;manual;53,27;6,767
20110526;15560813;Zijldijk;30;19;manual;53,407;6,775
20110527;23041235;Onnen;30;17;manual;53,182;6,647
20110602;194019;Garsthuizen;30;10;manual;53,376;6,737
20110602;16431714;Overschild;30;8;manual;53,274;6,822
20110605;9403082;Haren;30;15;manual;53,176;6,612
20110605;23083782;Usquert;30;14;manual;53,522;6,485
20110610;590000;Thesinge;30;10;manual;53,271;6,647
20110618;15421971;Noordbroek;30;13;manual;53,199;6,845
20110619;20220900;Zuidlaren;30;11;manual;53,72;6,705
20110619;20503519;Zuidlaren;30;3;manual;53,75;6,703
20110623;9144629;Wirdum;30;17;manual;53,321;6,775
20110624;494726;Zeerijp;30;11;manual;53,359;6,735
20110627;4102835;Ten Post;30;10;manual;53,285;6,743
20110627;15480971;Garrelsweer;30;32;manual;53,303;6,787
20110627;16273650;Garrelsweer;30;14;manual;53,295;6,777
20110627;22553433;Wirdum;30;11;manual;53,305;6,802
20110705;11443048;Noordzee;35;25;manual;52,917;4,28
20110723;19141950;Schildwolde;30;12;manual;53,246;6,775
20110727;171432;Tjuchem;30;12;manual;53,285;6,88
20110727;17442204;Farmsum;30;12;manual;53,286;6,953
20110727;18420941;Zandeweer;30;11;manual;53,387;6,662
20110729;22483363;Loppersum;30;18;manual;53,337;6,728
20110801;11200520;'t Zandt;30;9;manual;53,368;6,798
20110802;16442038;Zuidlaren;30;16;manual;53,74;6,727
20110817;21180409;Garrelsweer;30;10;manual;53,303;6,787
20110818;21444061;Woltersum;30;13;manual;53,281;6,733
20110820;9394217;Bedum;30;15;manual;53,279;6,625
20110823;15080064;Sappemeer;30;16;manual;53,168;6,817
20110831;4514024;Eppenhuizen;30;11;manual;53,37;6,693
20110831;6235716;Uithuizen;30;25;manual;53,444;6,687
20110904;13005612;Stedum;30;8;manual;53,316;6,678
20110906;21481098;Leermens;30;25;manual;53,337;6,805
20110907;4145733;Overschild;30;15;manual;53,267;6,763
20110915;202982;Appingedam;30;16;manual;53,323;6,823
20110922;5540764;Assen;30;9;manual;52,969;6,58
20110925;491027;Loppersum;30;10;manual;53,348;6,728
20110925;12590128;Zeerijp;30;20;manual;53,363;6,728
20111004;19523936;Noordzee;30;26;manual;52,822;4,265
20111008;474262;Siddeburen;30;19;manual;53,261;6,862
20111009;4334284;Noordzee;30;31;manual;53,281;3,885
20111009;21431408;Thesinge;30;15;manual;53,281;6,662
20111024;17272717;Farmsum;30;13;manual;53,316;6,965
20111104;18021209;Oosterwijtwerd;30;15;manual;53,343;6,808
20111106;5374250;Harkstede;30;7;manual;53,226;6,682
20111107;17503378;Eexterveen;30;10;manual;53,58;6,798
20111107;19263127;Lageland;30;12;manual;53,246;6,685
20111109;15085255;Nieuwolda;30;16;manual;53,255;6,958
20111115;2124685;Ekehaar;30;9;manual;52,953;6,592
20111115;8141103;Farmsum;30;15;manual;53,292;6,967
20111118;21272097;Froombosch;30;2;manual;53,206;6,773
20111127;5000095;Appingedam;30;17;manual;53,313;6,822
20111204;15345210;Overschild;30;13;manual;53,293;6,825
20111220;21353932;Tripscompagnie;30;9;manual;53,145;6,817
20111220;23171320;Noordzee;30;22;manual;52,773;4,288
20111223;11371713;Groningen;30;11;manual;53,203;6,627
20111230;6201269;Middelstum;30;22;manual;53,352;6,657
20120106;17135309;Middelstum;30;19;manual;53,359;6,667
20120107;6571279;Zuidwolde;30;16;manual;53,262;6,628
20120116;21110081;Wirdum;30;13;manual;53,319;6,793
20120121;72674;Lageland;30;11;manual;53,237;6,682
20120124;11353849;Garrelsweer;30;13;manual;53,315;6,755
20120127;6183298;Oude Pekela;30;16;manual;53,103;6,968
20120128;13425926;Zeerijp;30;9;manual;53,349;6,757
20120130;9062469;Ten Post;30;15;manual;53,295;6,745
20120131;19370626;Tjuchem;30;14;manual;53,288;6,872
20120201;423848;Sappemeer;30;9;manual;53,156;6,803
20120204;9562290;Zeerijp;30;18;manual;53,357;6,722
20120205;16533843;Eenum;30;14;manual;53,329;6,793
20120205;16584463;Tjuchem;30;15;manual;53,276;6,902
20120207;190383;Tjuchem;30;14;manual;53,295;6,868
20120212;1333010;Noordzee;30;13;manual;52,689;4,37
20120212;7060570;Noordzee;30;17;manual;52,782;4,327
20120216;55919;Stedum;30;19;manual;53,307;6,692
20120217;8084415;Garsthuizen;30;17;manual;53,358;6,708
20120217;17174995;Nieuwediep;30;10;manual;53,33;6,87
20120219;18571012;Siddeburen;30;18;manual;53,259;6,872
20120304;17293914;Groningen;30;9;manual;53,241;6,633
20120307;9511659;Siddeburen;30;13;manual;53,23;6,882
20120307;17222691;Overschild;30;10;manual;53,293;6,825
20120308;3545680;Schildwolde;30;5;manual;53,264;6,798
20120308;11033598;Sappemeer;30;10;manual;53,168;6,785
20120316;8284645;Noordzee (nabij Schoorl);30;10;manual;52,702;4,613
20120318;18282791;Meedhuizen;30;9;manual;53,303;6,902
20120323;3465688;Froombosch;30;4;manual;53,21;6,748
20120327;14401191;Stedum;30;10;manual;53,313;6,735
20120331;2580339;Wagenborgen;30;16;manual;53,249;6,917
20120404;21163316;Tjuchem;30;17;manual;53,288;6,872
20120407;2254797;Garrelsweer;30;15;manual;53,295;6,798
20120413;1144953;Hellum;30;7;manual;53,261;6,838
20120414;20392837;Waddenzee (nabij Uithuizen);30;9;manual;53,487;6,695
20120416;21014717;Wirdum;30;11;manual;53,309;6,787
20120418;12070543;Loppersum;30;12;manual;53,341;6,733
20120418;22244948;Noordzee (nabij Schoorl);30;18;manual;52,7;4,625
20120421;21391177;Krewerd;30;3;manual;53,352;6,833
20120425;17252455;Sappemeer;30;20;manual;53,178;6,818
20120506;4233311;Overschild;30;8;manual;53,273;6,823
20120510;21072144;Siddeburen;30;8;manual;53,247;6,878
20120511;232576;Delfzijl;30;9;manual;53,331;6,885
20120513;16224453;Appingedam;30;9;manual;53,298;6,835
20120515;14105272;Siddeburen;30;8;manual;53,249;6,893
20120517;2541904;Hellum;30;9;manual;53,248;6,852
20120524;15523981;Middelstum;30;15;manual;53,359;6,67
20120528;7413726;Overschild;30;6;manual;53,278;6,815
20120602;1122294;Sappemeer;30;7;manual;53,184;6,817
20120608;5543215;Kolham;30;9;manual;53,183;6,76
20120614;3050838;Wagenborgen;30;17;manual;53,254;6,922
20120615;5233712;Siddeburen;30;15;manual;53,246;6,863
20120621;8013667;Wirdum;30;17;manual;53,322;6,783
20120621;23442279;Appingedam;30;11;manual;53,319;6,813
20120622;13314388;Ten Post;30;14;manual;53,296;6,755
20120622;15102890;Ten Post;30;8;manual;53,29;6,753
20120627;315762;Muntendam;30;5;manual;53,151;6,85
20120627;391266;Muntendam;30;3;manual;53,151;6,852
20120627;19445937;Eext;30;4;manual;53,45;6,762
20120627;19454806;Eexterzandvoort;30;2;manual;53,46;6,762
20120703;16550577;Overschild;30;11;manual;53,269;6,768
20120707;130508;Overschild;30;8;manual;53,289;6,8
20120707;280885;Loppersum;30;7;manual;53,331;6,773
20120710;18090903;Lettelbert;30;9;manual;53,196;6,403
20120712;17020263;Steendam;30;10;manual;53,278;6,85
20120716;20212997;Garrelsweer;30;6;manual;53,319;6,768
20120719;12425752;Sappemeer;30;9;manual;53,177;6,802
20120725;18121505;Overschild;30;8;manual;53,293;6,823
20120727;17125350;Stedum;30;12;manual;53,315;6,68
20120730;11364690;Loppersum;30;13;manual;53,34;6,73
20120730;13141143;Wirdum;30;10;manual;53,323;6,787
20120730;21090299;Sappemeer;30;5;manual;53,177;6,783
20120801;3241114;Oosterwijtwerd;30;7;manual;53,333;6,8
20120808;14112314;Harkstede;30;8;manual;53,211;6,67
20120809;23234983;Haren;30;15;manual;53,183;6,613
20120814;3015981;Garrelsweer;30;10;manual;53,305;6,785
20120815;19173649;Leermens;30;24;manual;53,353;6,805
20120816;7545164;Zeerijp;30;12;manual;53,362;6,752
20120816;20303328;Huizinge;30;36;manual;53,345;6,672
20120817;264175;Toornwerd;30;6;manual;53,36;6,653
20120817;6345246;Siddeburen;30;8;manual;53,238;6,898
20120823;21064974;Appingedam;30;7;manual;53,3;6,833
20120828;23271796;Appingedam;30;9;manual;53,308;6,835
20120923;4541939;Middelstum;30;9;manual;53,346;6,645
20120928;10322349;Schildwolde;30;12;manual;53,219;6,83
20120930;1092296;Froombosch;30;6;manual;53,208;6,752
20120930;16352490;Grolloo;30;7;manual;52,939;6,62
20121007;2444371;Annen;30;10;manual;53,53;6,768
20121013;22364624;Steendam;30;9;manual;53,279;6,85
20121016;19003692;Kollum;30;11;manual;53,297;6,133
20121023;17052905;Garrelsweer;30;13;manual;53,311;6,777
20121027;10552379;Groningen;30;10;manual;53,239;6,613
20121030;21051085;Garrelsweer;30;7;manual;53,297;6,763
20121113;16475186;Uithuizen;30;10;manual;53,408;6,695
20121114;13450091;Steendam;30;9;manual;53,278;6,838
20121117;7573970;Garrelsweer;30;11;manual;53,29;6,79
20121118;1180620;Tjuchem;30;7;manual;53,272;6,89
20121122;22201171;Appingedam;30;11;manual;53,315;6,87
20121127;20011116;Froombosch;30;14;manual;53,209;6,785
20121127;20025991;Schildwolde;30;5;manual;53,23;6,805
20121130;16175046;Hellum;30;10;manual;53,261;6,833
20121130;16175346;Steendam;30;11;manual;53,254;6,83
20121217;9135787;Loppersum;30;12;manual;53,323;6,73
20121220;20252016;Zuidbroek;30;6;manual;53,169;6,855
20121225;20362964;'t Zandt;30;12;manual;53,377;6,783
20130105;4084145;Appingedam;30;9;manual;53,306;6,823
20130105;23145898;Noordzee;30;26;manual;52,824;4,258
20130109;17572505;Houwerzijl;30;10;manual;53,316;6,327
20130111;12514710;Eems-Dollard (nabij Delfzijl);30;14;manual;53,346;6,96
20130111;22365057;Usquert;30;18;manual;53,407;6,602
20130111;22385718;Siddeburen;30;8;manual;53,265;6,852
20130112;1282464;Zuidbroek;30;5;manual;53,168;6,872
20130112;16244074;Holwierde;30;9;manual;53,345;6,862
20130112;22373254;Tjuchem;30;9;manual;53,273;6,85
20130118;16440060;Zandeweer;30;12;manual;53,389;6,663
20130119;20100648;Overschild;30;24;manual;53,285;6,79
20130127;8493837;Froombosch;30;12;manual;53,186;6,773
20130128;17435379;Meedhuizen;30;15;manual;53,275;6,912
20130203;14132478;Harkstede;30;14;manual;53,23;6,703
20130204;4204087;Slochteren;30;9;manual;53,202;6,79
20130205;14530858;Groningen;30;15;manual;53,222;6,643
20130207;22315838;Zandeweer;30;27;manual;53,375;6,667
20130209;5261005;Zeerijp;30;27;manual;53,366;6,758
20130210;8150825;Tjuchem;30;15;manual;53,289;6,855
20130211;6085215;Garrelsweer;30;20;manual;53,297;6,783
20130211;8070815;Ten Post;30;18;manual;53,292;6,768
20130211;12014536;Woudbloem;30;18;manual;53,218;6,758
20130213;5164661;Losdorp;30;18;manual;53,368;6,845
20130215;14284253;Wirdum;30;20;manual;53,319;6,795
20130216;4063141;Eems-Dollard (nabij Farmsum);30;8;manual;53,328;6,993
20130216;7425023;Steendam;30;8;manual;53,252;6,833
20130218;64622;Wagenborgen;30;19;manual;53,266;6,973
20130218;5540017;Zeerijp;30;7;manual;53,349;6,782
20130221;21140844;Zeerijp;30;7;manual;53,364;6,753
20130225;1364052;Garrelsweer;30;10;manual;53,303;6,782
20130227;23491385;Froombosch;30;4;manual;53,206;6,768
20130302;5311497;Westerwijtwerd;30;9;manual;53,335;6,648
20130306;11252783;Alkmaar;20;7;manual;52,646;4,713
20130313;1571054;Overschild;30;8;manual;53,285;6,83
20130314;3091861;Farmsum;30;10;manual;53,315;6,942
20130316;13065376;Waddenzee (nabij Eemshaven);30;20;manual;53,474;6,792
20130329;14280677;Scharmer;30;9;manual;53,233;6,717
20130402;13491544;Siddeburen;30;11;manual;53,223;6,872
20130415;22560371;Garsthuizen;30;9;manual;53,375;6,74
20130423;12314243;Sappemeer;30;6;manual;53,157;6,8
20130427;21122499;Loppersum;30;10;manual;53,341;6,76
20130428;18180310;Loppersum;30;13;manual;53,328;6,733
20130429;20321814;Harkstede;30;8;manual;53,229;6,66
20130430;15280053;Woltersum;30;7;manual;53,274;6,735
20130501;4072944;Groningen;30;9;manual;53,245;6,637
20130502;21110811;Eenum;30;7;manual;53,335;6,793
20130510;4252420;Siddeburen;30;14;manual;53,259;6,853
20130513;3465629;Wagenborgen;30;11;manual;53,247;6,922
20130519;12151605;Appingedam;30;8;manual;53,3;6,858
20130522;8351892;Sappemeer;30;12;manual;53,177;6,777
20130522;11380726;Overschild;30;12;manual;53,287;6,812
20130524;11100241;Westeremden;30;12;manual;53,33;6,705
20130525;14075106;Harkstede;30;11;manual;53,229;6,693
20130525;16182952;Loppersum;30;10;manual;53,331;6,713
20130525;16443926;Usquert;30;9;manual;53,411;6,61
20130525;19540935;Geelbroek;30;11;manual;52,953;6,57
20130530;23511351;Steendam;30;12;manual;53,282;6,838
20130531;1402420;Steendam;30;10;manual;53,278;6,838
20130603;18073630;Appingedam;30;12;manual;53,318;6,867
20130605;17512801;Garrelsweer;30;7;manual;53,292;6,78
20130605;22105624;Groningen;30;9;manual;53,243;6,637
20130607;6334927;Farmsum;30;13;manual;53,283;6,985
20130608;23213567;Harkstede;30;7;manual;53,209;6,702
20130614;22201299;Appingedam;30;7;manual;53,319;6,833
20130614;22360428;Siddeburen;30;6;manual;53,23;6,872
20130618;21392069;Scharmer;30;7;manual;53,23;6,72
20130623;9211896;Appingedam;30;11;manual;53,3;6,867
20130627;20450394;Westerwijtwerd;30;13;manual;53,331;6,643
20130630;1274833;Schildwolde;30;8;manual;53,227;6,818
20130630;21551124;Garrelsweer;30;8;manual;53,317;6,758
20130630;22521031;Loppersum;30;7;manual;53,326;6,753
20130702;23035550;Garrelsweer;30;30;manual;53,294;6,785
20130703;5104187;Toornwerd;30;9;manual;53,355;6,637
20130708;7540462;Wetsinge;30;16;manual;53,305;6,542
20130713;13231239;Appingedam;30;9;manual;53,332;6,87
20130714;21015943;Eenum;30;11;manual;53,333;6,785
20130720;3331325;Wirdum;30;24;manual;53,323;6,803
20130720;5051833;Wirdum;30;19;manual;53,323;6,775
20130721;2444704;Steendam;30;13;manual;53,269;6,83
20130721;8295726;Garrelsweer;30;7;manual;53,287;6,778
20130726;15361822;Groningen;30;9;manual;53,243;6,638
20130730;18234054;Schildwolde;30;7;manual;53,215;6,828
20130731;11010934;Scharmer;30;10;manual;53,221;6,718
20130807;1134620;Sappemeer;30;6;manual;53,179;6,782
20130807;22524481;Schildwolde;30;9;manual;53,263;6,803
20130808;15085614;Schildwolde;30;10;manual;53,256;6,798
20130809;17523013;Waddenzee (nabij Buren);30;18;manual;53,443;5,913
20130814;13174241;Harkstede;30;11;manual;53,233;6,653
20130816;11350293;Lageland;30;21;manual;53,244;6,697
20130821;15501110;Overschild;30;9;manual;53,278;6,793
