"ID";"Geslacht";"Leeftijd";"Marges";"Perioden";"Ondergewicht_1";"NormaalGewicht_2";"Overgewicht_3";"MatigOvergewicht_4";"ErnstigOvergewicht_5";"OpgegevenLengte20JaarOfOuder_6";"OpgegevenGewicht20JaarOfOuder_7"
"227";"T001038";"80003";"MW00000";"2016JJ00";"     7.4";"    80.7";"    11.9";"9.3";"2.6";"";""
"228";"T001038";"80003";"MW00000";"2017JJ00";"     7.7";"    79.2";"    13.1";"9.8";"3.3";"";""
"229";"T001038";"80003";"MW00000";"2018JJ00";"     7.9";"    80.2";"    11.9";"8.5";"3.4";"";""
"230";"T001038";"80003";"MW00000";"2019JJ00";"     8.6";"    79.4";"    12.0";"10.1";"2.0";"";""
"231";"T001038";"80003";"MW00000";"1981X001";"     8.7";"    78.6";"    12.7";"9.2";"3.5";"";""
"232";"T001038";"80003";"MW00000";"1985X001";"    10.9";"    79.1";"    10.0";"7.2";"2.8";"";""
"233";"T001038";"80003";"MW00000";"1989X001";"    11.0";"    75.0";"    14.0";"10.2";"3.8";"";""
"234";"T001038";"80003";"MW00000";"1993X001";"     9.9";"    76.6";"    13.5";"9.2";"4.4";"";""
"235";"T001038";"80003";"MW00000";"1997X001";"    10.1";"    75.8";"    14.1";"10.3";"3.8";"";""
"236";"T001038";"80003";"MW00000";"2001X001";"     9.1";"    76.5";"    14.4";"10.2";"4.2";"";""
"237";"T001038";"80003";"MW00000";"2005X001";"     8.3";"    78.4";"    13.2";"10.2";"3.0";"";""
"238";"T001038";"80003";"MW00000";"2009X001";"     7.6";"    79.0";"    13.4";"10.3";"3.1";"";""
"239";"T001038";"80003";"MW00000";"2013X001";"     7.5";"    80.5";"    12.0";"8.9";"3.1";"";""
"240";"T001038";"80003";"B000150";"1981JJ00";"     0.8";"     1.3";"     1.1";"1.0";"0.6";"";""
"241";"T001038";"80003";"B000150";"1982JJ00";"     1.0";"     1.3";"     1.1";"0.9";"0.6";"";""
"242";"T001038";"80003";"B000150";"1983JJ00";"     1.0";"     1.4";"     1.1";"0.9";"0.7";"";""
"243";"T001038";"80003";"B000150";"1984JJ00";"     1.0";"     1.3";"     1.0";"0.9";"0.5";"";""
"244";"T001038";"80003";"B000150";"1985JJ00";"     1.0";"     1.3";"     1.0";"0.9";"0.6";"";""
"245";"T001038";"80003";"B000150";"1986JJ00";"     1.1";"     1.4";"     1.0";"0.9";"0.5";"";""
"246";"T001038";"80003";"B000150";"1987JJ00";"     1.2";"     1.5";"     1.1";"1.0";"0.6";"";""
"247";"T001038";"80003";"B000150";"1988JJ00";"     1.3";"     1.6";"     1.2";"1.0";"0.7";"";""
"248";"T001038";"80003";"B000150";"1989JJ00";"     1.1";"     1.5";"     1.2";"1.0";"0.6";"";""
"249";"T001038";"80003";"B000150";"1990JJ00";"     1.2";"     1.7";"     1.4";"1.1";"0.9";"";""
"250";"T001038";"80003";"B000150";"1991JJ00";"     1.3";"     1.8";"     1.4";"1.3";"0.7";"";""
"251";"T001038";"80003";"B000150";"1992JJ00";"     1.1";"     1.6";"     1.2";"1.1";"0.7";"";""
"252";"T001038";"80003";"B000150";"1993JJ00";"     1.1";"     1.6";"     1.3";"1.1";"0.8";"";""
"253";"T001038";"80003";"B000150";"1994JJ00";"     1.0";"     1.5";"     1.3";"1.1";"0.8";"";""
"254";"T001038";"80003";"B000150";"1995JJ00";"     1.0";"     1.4";"     1.1";"0.9";"0.6";"";""
"255";"T001038";"80003";"B000150";"1996JJ00";"     1.2";"     1.6";"     1.3";"1.1";"0.7";"";""
"256";"T001038";"80003";"B000150";"1997JJ00";"     0.9";"     1.3";"     1.1";"0.9";"0.6";"";""
"257";"T001038";"80003";"B000150";"1998JJ00";"     1.0";"     1.5";"     1.2";"1.0";"0.7";"";""
"258";"T001038";"80003";"B000150";"1999JJ00";"     1.0";"     1.4";"     1.2";"1.0";"0.6";"";""
"259";"T001038";"80003";"B000150";"2000JJ00";"     1.0";"     1.4";"     1.1";"1.0";"0.6";"";""
"260";"T001038";"80003";"B000150";"2001JJ00";"     1.0";"     1.4";"     1.2";"1.0";"0.7";"";""
"261";"T001038";"80003";"B000150";"2002JJ00";"     1.0";"     1.5";"     1.2";"1.0";"0.7";"";""
"262";"T001038";"80003";"B000150";"2003JJ00";"     0.9";"     1.4";"     1.2";"1.0";"0.7";"";""
"263";"T001038";"80003";"B000150";"2004JJ00";"     0.9";"     1.4";"     1.2";"1.0";"0.6";"";""
"264";"T001038";"80003";"B000150";"2005JJ00";"     1.0";"     1.5";"     1.2";"1.1";"0.6";"";""
"265";"T001038";"80003";"B000150";"2006JJ00";"     1.0";"     1.5";"     1.2";"1.0";"0.6";"";""
"266";"T001038";"80003";"B000150";"2007JJ00";"     1.0";"     1.4";"     1.2";"1.0";"0.6";"";""
"267";"T001038";"80003";"B000150";"2008JJ00";"     0.9";"     1.4";"     1.2";"1.1";"0.6";"";""
"268";"T001038";"80003";"B000150";"2009JJ00";"     1.0";"     1.6";"     1.3";"1.2";"0.6";"";""
"269";"T001038";"80003";"B000150";"2010JJ00";"     0.7";"     1.1";"     0.9";"0.8";"0.5";"";""
"270";"T001038";"80003";"B000150";"2011JJ00";"     0.8";"     1.2";"     1.0";"0.9";"0.5";"";""
"271";"T001038";"80003";"B000150";"2012JJ00";"     0.8";"     1.2";"     1.0";"0.9";"0.5";"";""
"272";"T001038";"80003";"B000150";"2013JJ00";"     0.8";"     1.2";"     1.0";"0.9";"0.5";"";""
"273";"T001038";"80003";"B000150";"2014JJ00";"     0.9";"     1.4";"     1.1";"1.0";"0.6";"";""
"274";"T001038";"80003";"B000150";"2015JJ00";"     1.0";"     1.4";"     1.2";"1.0";"0.7";"";""
"275";"T001038";"80003";"B000150";"2016JJ00";"     1.0";"     1.4";"     1.2";"1.1";"0.6";"";""
"276";"T001038";"80003";"B000150";"2017JJ00";"     0.9";"     1.4";"     1.2";"1.1";"0.6";"";""
"277";"T001038";"80003";"B000150";"2018JJ00";"     0.9";"     1.4";"     1.1";"1.0";"0.6";"";""
"278";"T001038";"80003";"B000150";"2019JJ00";"     1.0";"     1.4";"     1.1";"1.1";"0.5";"";""
"279";"T001038";"80003";"B000150";"1981X001";"     0.5";"     0.7";"     0.5";"0.5";"0.3";"";""
"280";"T001038";"80003";"B000150";"1985X001";"     0.6";"     0.7";"     0.5";"0.5";"0.3";"";""
"281";"T001038";"80003";"B000150";"1989X001";"     0.6";"     0.8";"     0.7";"0.6";"0.4";"";""
"282";"T001038";"80003";"B000150";"1993X001";"     0.5";"     0.8";"     0.6";"0.5";"0.4";"";""
"283";"T001038";"80003";"B000150";"1997X001";"     0.5";"     0.7";"     0.6";"0.5";"0.3";"";""
"284";"T001038";"80003";"B000150";"2001X001";"     0.5";"     0.7";"     0.6";"0.5";"0.3";"";""
"285";"T001038";"80003";"B000150";"2005X001";"     0.5";"     0.7";"     0.6";"0.5";"0.3";"";""
"286";"T001038";"80003";"B000150";"2009X001";"     0.4";"     0.6";"     0.5";"0.5";"0.3";"";""
"287";"T001038";"80003";"B000150";"2013X001";"     0.5";"     0.7";"     0.6";"0.5";"0.3";"";""
"288";"T001038";"80006";"MW00000";"1981JJ00";"     4.5";"    88.2";"     7.4";"6.7";"0.6";"";""
"289";"T001038";"80006";"MW00000";"1982JJ00";"     5.6";"    89.8";"     4.6";"4.5";"0.1";"";""
"290";"T001038";"80006";"MW00000";"1983JJ00";"     4.9";"    87.8";"     7.4";"6.3";"1.0";"";""
"291";"T001038";"80006";"MW00000";"1984JJ00";"     3.0";"    91.2";"     5.8";"5.2";"0.6";"";""
"292";"T001038";"80006";"MW00000";"1985JJ00";"     5.9";"    85.6";"     8.5";"7.8";"0.6";"";""
"293";"T001038";"80006";"MW00000";"1986JJ00";"     6.3";"    86.6";"     7.1";"6.4";"0.7";"";""
"294";"T001038";"80006";"MW00000";"1987JJ00";"     6.6";"    86.6";"     6.9";"6.7";"0.2";"";""
"295";"T001038";"80006";"MW00000";"1988JJ00";"     5.5";"    86.4";"     8.0";"8.0";"0.0";"";""
"296";"T001038";"80006";"MW00000";"1989JJ00";"     5.3";"    87.2";"     7.5";"7.1";"0.4";"";""
"297";"T001038";"80006";"MW00000";"1990JJ00";"     6.7";"    85.9";"     7.3";"5.6";"1.8";"";""
"298";"T001038";"80006";"MW00000";"1991JJ00";"     2.8";"    90.6";"     6.6";"6.6";"0.0";"";""
"299";"T001038";"80006";"MW00000";"1992JJ00";"     4.9";"    84.4";"    10.7";"10.1";"0.6";"";""
"300";"T001038";"80006";"MW00000";"1993JJ00";"     6.2";"    84.0";"     9.7";"7.0";"2.8";"";""
"301";"T001038";"80006";"MW00000";"1994JJ00";"     3.2";"    89.9";"     6.9";"6.5";"0.4";"";""
"302";"T001038";"80006";"MW00000";"1995JJ00";"     5.9";"    86.5";"     7.6";"6.6";"1.0";"";""
"303";"T001038";"80006";"MW00000";"1996JJ00";"     5.7";"    88.3";"     6.0";"5.2";"0.8";"";""
"304";"T001038";"80006";"MW00000";"1997JJ00";"     3.4";"    87.6";"     9.0";"8.2";"0.7";"";""
"305";"T001038";"80006";"MW00000";"1998JJ00";"     2.6";"    88.6";"     8.8";"8.0";"0.8";"";""
"306";"T001038";"80006";"MW00000";"1999JJ00";"     3.1";"    89.5";"     7.4";"7.2";"0.2";"";""
"307";"T001038";"80006";"MW00000";"2000JJ00";"     4.9";"    87.2";"     7.9";"6.8";"1.1";"";""
"308";"T001038";"80006";"MW00000";"2001JJ00";"     3.5";"    86.7";"     9.8";"8.8";"1.0";"";""
"309";"T001038";"80006";"MW00000";"2002JJ00";"     3.3";"    87.2";"     9.5";"8.7";"0.8";"";""
"310";"T001038";"80006";"MW00000";"2003JJ00";"     3.2";"    89.3";"     7.4";"5.7";"1.7";"";""
"311";"T001038";"80006";"MW00000";"2004JJ00";"     3.6";"    88.4";"     8.0";"6.1";"1.9";"";""
"312";"T001038";"80006";"MW00000";"2005JJ00";"     2.8";"    86.8";"    10.4";"8.8";"1.6";"";""
"313";"T001038";"80006";"MW00000";"2006JJ00";"     3.4";"    86.3";"    10.2";"8.8";"1.4";"";""
"314";"T001038";"80006";"MW00000";"2007JJ00";"     2.5";"    85.7";"    11.8";"10.8";"1.0";"";""
"315";"T001038";"80006";"MW00000";"2008JJ00";"     3.2";"    87.6";"     9.2";"6.3";"2.9";"";""
"316";"T001038";"80006";"MW00000";"2009JJ00";"     4.6";"    84.6";"    10.8";"9.6";"1.3";"";""
"317";"T001038";"80006";"MW00000";"2010JJ00";"     3.5";"    83.4";"    13.2";"11.1";"2.1";"";""
"318";"T001038";"80006";"MW00000";"2011JJ00";"     3.2";"    86.1";"    10.7";"9.3";"1.4";"";""
"319";"T001038";"80006";"MW00000";"2012JJ00";"     3.9";"    83.7";"    12.4";"10.2";"2.1";"";""
"320";"T001038";"80006";"MW00000";"2013JJ00";"     3.3";"    84.8";"    12.0";"10.2";"1.7";"";""
"321";"T001038";"80006";"MW00000";"2014JJ00";"     2.5";"    86.2";"    11.3";"8.3";"3.0";"";""
"322";"T001038";"80006";"MW00000";"2015JJ00";"     3.0";"    84.7";"    12.3";"9.9";"2.5";"";""
"323";"T001038";"80006";"MW00000";"2016JJ00";"     4.6";"    81.3";"    14.1";"11.1";"3.0";"";""
"324";"T001038";"80006";"MW00000";"2017JJ00";"     3.7";"    83.7";"    12.6";"9.7";"2.9";"";""
"325";"T001038";"80006";"MW00000";"2018JJ00";"     2.9";"    85.5";"    11.6";"10.0";"1.6";"";""
"326";"T001038";"80006";"MW00000";"2019JJ00";"     3.0";"    82.3";"    14.7";"12.8";"1.9";"";""
"327";"T001038";"80006";"MW00000";"1981X001";"     4.5";"    89.2";"     6.3";"5.7";"0.6";"";""
"328";"T001038";"80006";"MW00000";"1985X001";"     6.1";"    86.3";"     7.6";"7.2";"0.4";"";""
"329";"T001038";"80006";"MW00000";"1989X001";"     5.0";"    87.0";"     8.0";"7.3";"0.7";"";""
"330";"T001038";"80006";"MW00000";"1993X001";"     5.2";"    87.2";"     7.6";"6.3";"1.2";"";""
"331";"T001038";"80006";"MW00000";"1997X001";"     3.5";"    88.2";"     8.3";"7.6";"0.7";"";""
"332";"T001038";"80006";"MW00000";"2001X001";"     3.4";"    87.9";"     8.7";"7.4";"1.3";"";""
"333";"T001038";"80006";"MW00000";"2005X001";"     3.0";"    86.6";"    10.4";"8.7";"1.7";"";""
"334";"T001038";"80006";"MW00000";"2009X001";"     3.8";"    84.5";"    11.7";"10.0";"1.7";"";""
"335";"T001038";"80006";"MW00000";"2013X001";"     3.4";"    84.2";"    12.4";"9.9";"2.6";"";""
"336";"T001038";"80006";"B000150";"1981JJ00";"     0.8";"     1.2";"     1.0";"1.0";"0.3";"";""
"337";"T001038";"80006";"B000150";"1982JJ00";"     0.9";"     1.2";"     0.8";"0.8";"0.1";"";""
"338";"T001038";"80006";"B000150";"1983JJ00";"     0.8";"     1.3";"     1.0";"0.9";"0.4";"";""
"339";"T001038";"80006";"B000150";"1984JJ00";"     0.7";"     1.1";"     0.9";"0.9";"0.3";"";""
"340";"T001038";"80006";"B000150";"1985JJ00";"     1.0";"     1.5";"     1.2";"1.1";"0.3";"";""
"341";"T001038";"80006";"B000150";"1986JJ00";"     1.0";"     1.5";"     1.1";"1.0";"0.3";"";""
"342";"T001038";"80006";"B000150";"1987JJ00";"     1.1";"     1.6";"     1.2";"1.2";"0.2";"";""
"343";"T001038";"80006";"B000150";"1988JJ00";"     1.1";"     1.7";"     1.3";"1.3";"0.0";"";""
"344";"T001038";"80006";"B000150";"1989JJ00";"     1.1";"     1.7";"     1.3";"1.3";"0.3";"";""
"345";"T001038";"80006";"B000150";"1990JJ00";"     1.4";"     1.9";"     1.4";"1.2";"0.7";"";""
"346";"T001038";"80006";"B000150";"1991JJ00";"     0.9";"     1.7";"     1.4";"1.4";"0.0";"";""
"347";"T001038";"80006";"B000150";"1992JJ00";"     1.1";"     1.8";"     1.5";"1.5";"0.4";"";""
"348";"T001038";"80006";"B000150";"1993JJ00";"     1.2";"     1.8";"     1.5";"1.3";"0.8";"";""
"349";"T001038";"80006";"B000150";"1994JJ00";"     0.8";"     1.4";"     1.2";"1.2";"0.3";"";""
"350";"T001038";"80006";"B000150";"1995JJ00";"     1.1";"     1.6";"     1.3";"1.2";"0.5";"";""
"351";"T001038";"80006";"B000150";"1996JJ00";"     1.2";"     1.6";"     1.2";"1.1";"0.5";"";""
"352";"T001038";"80006";"B000150";"1997JJ00";"     0.8";"     1.5";"     1.3";"1.2";"0.4";"";""
"353";"T001038";"80006";"B000150";"1998JJ00";"     0.7";"     1.5";"     1.3";"1.3";"0.4";"";""
"354";"T001038";"80006";"B000150";"1999JJ00";"     0.8";"     1.4";"     1.2";"1.2";"0.2";"";""
"355";"T001038";"80006";"B000150";"2000JJ00";"     1.0";"     1.5";"     1.2";"1.2";"0.5";"";""
"356";"T001038";"80006";"B000150";"2001JJ00";"     0.8";"     1.5";"     1.3";"1.3";"0.4";"";""
"357";"T001038";"80006";"B000150";"2002JJ00";"     0.8";"     1.5";"     1.3";"1.3";"0.4";"";""
"358";"T001038";"80006";"B000150";"2003JJ00";"     0.8";"     1.4";"     1.2";"1.0";"0.6";"";""
"359";"T001038";"80006";"B000150";"2004JJ00";"     0.8";"     1.4";"     1.2";"1.0";"0.6";"";""
"360";"T001038";"80006";"B000150";"2005JJ00";"     0.7";"     1.5";"     1.4";"1.3";"0.6";"";""
"361";"T001038";"80006";"B000150";"2006JJ00";"     0.8";"     1.6";"     1.4";"1.3";"0.5";"";""
"362";"T001038";"80006";"B000150";"2007JJ00";"     0.8";"     1.7";"     1.6";"1.5";"0.5";"";""
"363";"T001038";"80006";"B000150";"2008JJ00";"     0.8";"     1.6";"     1.4";"1.2";"0.8";"";""
"364";"T001038";"80006";"B000150";"2009JJ00";"     1.0";"     1.7";"     1.5";"1.4";"0.5";"";""
"365";"T001038";"80006";"B000150";"2010JJ00";"     0.7";"     1.4";"     1.3";"1.2";"0.5";"";""
"366";"T001038";"80006";"B000150";"2011JJ00";"     0.7";"     1.4";"     1.2";"1.2";"0.5";"";""
"367";"T001038";"80006";"B000150";"2012JJ00";"     0.8";"     1.5";"     1.3";"1.2";"0.6";"";""
"368";"T001038";"80006";"B000150";"2013JJ00";"     0.7";"     1.5";"     1.4";"1.3";"0.5";"";""
"369";"T001038";"80006";"B000150";"2014JJ00";"     0.7";"     1.6";"     1.5";"1.3";"0.8";"";""
"370";"T001038";"80006";"B000150";"2015JJ00";"     0.8";"     1.7";"     1.6";"1.4";"0.7";"";""
"371";"T001038";"80006";"B000150";"2016JJ00";"     1.0";"     1.9";"     1.7";"1.5";"0.8";"";""
"372";"T001038";"80006";"B000150";"2017JJ00";"     0.9";"     1.7";"     1.6";"1.4";"0.8";"";""
"373";"T001038";"80006";"B000150";"2018JJ00";"     0.8";"     1.6";"     1.5";"1.4";"0.6";"";""
"374";"T001038";"80006";"B000150";"2019JJ00";"     0.8";"     1.8";"     1.7";"1.6";"0.7";"";""
"375";"T001038";"80006";"B000150";"1981X001";"     0.4";"     0.6";"     0.5";"0.4";"0.1";"";""
"376";"T001038";"80006";"B000150";"1985X001";"     0.5";"     0.8";"     0.6";"0.6";"0.1";"";""
"377";"T001038";"80006";"B000150";"1989X001";"     0.6";"     0.9";"     0.7";"0.7";"0.2";"";""
"378";"T001038";"80006";"B000150";"1993X001";"     0.5";"     0.8";"     0.6";"0.6";"0.3";"";""
"379";"T001038";"80006";"B000150";"1997X001";"     0.4";"     0.7";"     0.6";"0.6";"0.2";"";""
"380";"T001038";"80006";"B000150";"2001X001";"     0.4";"     0.7";"     0.6";"0.6";"0.3";"";""
"381";"T001038";"80006";"B000150";"2005X001";"     0.4";"     0.8";"     0.7";"0.7";"0.3";"";""
"382";"T001038";"80006";"B000150";"2009X001";"     0.4";"     0.7";"     0.7";"0.6";"0.3";"";""
"383";"T001038";"80006";"B000150";"2013X001";"     0.4";"     0.8";"     0.8";"0.7";"0.4";"";""
"384";"T001038";"53080";"MW00000";"1981JJ00";"     4.2";"    91.1";"     4.8";"4.4";"0.4";"";""
"385";"T001038";"53080";"MW00000";"1982JJ00";"     2.7";"    90.5";"     6.8";"6.0";"0.8";"";""
"386";"T001038";"53080";"MW00000";"1983JJ00";"     4.6";"    90.0";"     5.4";"4.9";"0.5";"";""
"387";"T001038";"53080";"MW00000";"1984JJ00";"     3.7";"    90.6";"     5.7";"4.5";"1.2";"";""
"388";"T001038";"53080";"MW00000";"1985JJ00";"     5.0";"    89.2";"     5.9";"5.0";"0.8";"";""
"389";"T001038";"53080";"MW00000";"1986JJ00";"     3.3";"    91.7";"     4.9";"4.5";"0.4";"";""
"390";"T001038";"53080";"MW00000";"1987JJ00";"     3.5";"    89.8";"     6.7";"6.2";"0.5";"";""
"391";"T001038";"53080";"MW00000";"1988JJ00";"     2.9";"    93.5";"     3.5";"3.2";"0.4";"";""
"392";"T001038";"53080";"MW00000";"1989JJ00";"     4.0";"    88.9";"     7.0";"6.7";"0.4";"";""
"393";"T001038";"53080";"MW00000";"1990JJ00";"     3.7";"    88.5";"     7.7";"6.8";"1.0";"";""
"394";"T001038";"53080";"MW00000";"1991JJ00";"     2.3";"    89.3";"     8.4";"7.4";"1.0";"";""
"395";"T001038";"53080";"MW00000";"1992JJ00";"     3.4";"    89.1";"     7.5";"7.2";"0.2";"";""
"396";"T001038";"53080";"MW00000";"1993JJ00";"     3.9";"    87.4";"     8.7";"6.8";"1.9";"";""
"397";"T001038";"53080";"MW00000";"1994JJ00";"     2.5";"    89.9";"     7.6";"5.6";"1.9";"";""
"398";"T001038";"53080";"MW00000";"1995JJ00";"     3.7";"    88.2";"     8.1";"6.4";"1.7";"";""
"399";"T001038";"53080";"MW00000";"1996JJ00";"     5.7";"    86.4";"     7.9";"7.5";"0.4";"";""
"400";"T001038";"53080";"MW00000";"1997JJ00";"     5.7";"    84.8";"     9.5";"9.1";"0.4";"";""
"401";"T001038";"53080";"MW00000";"1998JJ00";"     3.4";"    89.0";"     7.7";"7.1";"0.6";"";""
"402";"T001038";"53080";"MW00000";"1999JJ00";"     2.7";"    88.1";"     9.2";"7.3";"1.9";"";""
"403";"T001038";"53080";"MW00000";"2000JJ00";"     2.9";"    86.7";"    10.4";"9.5";"0.9";"";""
"404";"T001038";"53080";"MW00000";"2001JJ00";"     2.4";"    89.3";"     8.3";"7.1";"1.1";"";""
"405";"T001038";"53080";"MW00000";"2002JJ00";"     4.4";"    85.0";"    10.7";"9.7";"0.9";"";""
"406";"T001038";"53080";"MW00000";"2003JJ00";"     2.4";"    90.1";"     7.6";"7.2";"0.4";"";""
"407";"T001038";"53080";"MW00000";"2004JJ00";"     1.4";"    87.5";"    11.1";"9.6";"1.6";"";""
"408";"T001038";"53080";"MW00000";"2005JJ00";"     1.6";"    87.4";"    11.1";"9.8";"1.3";"";""
"409";"T001038";"53080";"MW00000";"2006JJ00";"     3.0";"    87.2";"     9.8";"8.6";"1.2";"";""
"410";"T001038";"53080";"MW00000";"2007JJ00";"     3.4";"    85.1";"    11.5";"9.1";"2.4";"";""
"411";"T001038";"53080";"MW00000";"2008JJ00";"     2.0";"    81.5";"    16.5";"14.1";"2.4";"";""
"412";"T001038";"53080";"MW00000";"2009JJ00";"     2.2";"    86.0";"    11.8";"10.4";"1.4";"";""
"413";"T001038";"53080";"MW00000";"2010JJ00";"     2.8";"    82.9";"    14.4";"10.9";"3.5";"";""
"414";"T001038";"53080";"MW00000";"2011JJ00";"     4.4";"    80.6";"    15.0";"11.6";"3.4";"";""
"415";"T001038";"53080";"MW00000";"2012JJ00";"     2.4";"    82.1";"    15.4";"13.9";"1.5";"";""
"416";"T001038";"53080";"MW00000";"2013JJ00";"     5.4";"    83.6";"    10.9";"8.8";"2.1";"";""
"417";"T001038";"53080";"MW00000";"2014JJ00";"     2.9";"    81.7";"    15.5";"11.6";"3.9";"";""
"418";"T001038";"53080";"MW00000";"2015JJ00";"     2.1";"    86.3";"    11.5";"10.3";"1.3";"";""
"419";"T001038";"53080";"MW00000";"2016JJ00";"     4.1";"    80.7";"    15.2";"12.4";"2.7";"";""
"420";"T001038";"53080";"MW00000";"2017JJ00";"     3.2";"    82.5";"    14.3";"12.5";"1.8";"";""
"421";"T001038";"53080";"MW00000";"2018JJ00";"     3.2";"    81.3";"    15.5";"13.3";"2.3";"";""
"422";"T001038";"53080";"MW00000";"2019JJ00";"     3.5";"    80.3";"    16.2";"13.2";"3.0";"";""
"423";"T001038";"53080";"MW00000";"1981X001";"     3.8";"    90.5";"     5.7";"4.9";"0.7";"";""
"424";"T001038";"53080";"MW00000";"1985X001";"     3.7";"    91.0";"     5.3";"4.7";"0.5";"";""
"425";"T001038";"53080";"MW00000";"1989X001";"     3.4";"    89.0";"     7.6";"7.0";"0.6";"";""
"426";"T001038";"53080";"MW00000";"1993X001";"     3.9";"    88.0";"     8.1";"6.6";"1.5";"";""
"427";"T001038";"53080";"MW00000";"1997X001";"     3.7";"    87.1";"     9.2";"8.3";"0.9";"";""
"428";"T001038";"53080";"MW00000";"2001X001";"     2.6";"    87.9";"     9.4";"8.4";"1.0";"";""
"429";"T001038";"53080";"MW00000";"2005X001";"     2.5";"    85.3";"    12.2";"10.4";"1.8";"";""
"430";"T001038";"53080";"MW00000";"2009X001";"     3.0";"    82.9";"    14.1";"11.7";"2.5";"";""
"431";"T001038";"53080";"MW00000";"2013X001";"     3.6";"    83.1";"    13.3";"10.8";"2.5";"";""
"432";"T001038";"53080";"B000150";"1981JJ00";"     0.8";"     1.1";"     0.8";"0.8";"0.2";"";""
"433";"T001038";"53080";"B000150";"1982JJ00";"     0.6";"     1.2";"     1.0";"0.9";"0.4";"";""
"434";"T001038";"53080";"B000150";"1983JJ00";"     0.8";"     1.2";"     0.9";"0.9";"0.3";"";""
"435";"T001038";"53080";"B000150";"1984JJ00";"     0.7";"     1.2";"     0.9";"0.8";"0.4";"";""
"436";"T001038";"53080";"B000150";"1985JJ00";"     0.9";"     1.3";"     1.0";"0.9";"0.4";"";""
"437";"T001038";"53080";"B000150";"1986JJ00";"     0.7";"     1.1";"     0.9";"0.8";"0.3";"";""
"438";"T001038";"53080";"B000150";"1987JJ00";"     0.8";"     1.3";"     1.1";"1.0";"0.3";"";""
"439";"T001038";"53080";"B000150";"1988JJ00";"     0.8";"     1.1";"     0.8";"0.8";"0.3";"";""
"440";"T001038";"53080";"B000150";"1989JJ00";"     0.9";"     1.4";"     1.1";"1.1";"0.3";"";""
"441";"T001038";"53080";"B000150";"1990JJ00";"     0.9";"     1.5";"     1.3";"1.2";"0.5";"";""
"442";"T001038";"53080";"B000150";"1991JJ00";"     0.8";"     1.6";"     1.4";"1.4";"0.5";"";""
"443";"T001038";"53080";"B000150";"1992JJ00";"     0.8";"     1.4";"     1.2";"1.2";"0.2";"";""
"444";"T001038";"53080";"B000150";"1993JJ00";"     1.0";"     1.7";"     1.4";"1.3";"0.7";"";""
"445";"T001038";"53080";"B000150";"1994JJ00";"     0.8";"     1.5";"     1.3";"1.1";"0.7";"";""
